label,precision,recall,f1-score,support
benign,0.972972972972973,1.0,0.9863013698630136,72.0
malignant,1.0,0.9523809523809523,0.975609756097561,42.0
accuracy,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9824561403508771
macro avg,0.9864864864864865,0.9761904761904762,0.9809555629802873,114.0
weighted avg,0.9829302987197724,0.9824561403508771,0.9823623542652152,114.0
