model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,status
Classical SVM,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,0.9333333333333333,0.9333333333333333,completed
QSVM,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,0.9333333333333333,0.9333333333333333,completed
