,sum_sq,df,F,PR(>F)
C(feature_map_type),1118.050754873303,1.0,1262.401176597557,4.31073525929814e-10
C(reps),640.7556769277627,1.0,723.4830055249457,3.929251657920938e-09
C(entanglement),1.2556258693985767,1.0,1.4177384774224464,0.26790487794146584
C(paulis),3.045599356873401,1.0,3.4388136627996206,0.10079301323633022
Residual,7.0852326540866555,8.0,,
