config_rank,feature_map_type,reps,entanglement,paulis,mean_accuracy,mean_macro_precision,mean_macro_recall,mean_macro_f1,mean_weighted_f1,mean_fit_time_seconds,mean_inference_time_seconds,repeat_count
2,PauliFeatureMap,1,linear,"[""X"", ""Y"", ""Z""]",0.9629629629629629,0.9643874643874644,0.9650793650793651,0.9618288144603935,0.9622647527910685,15.745762100000624,10.66267466666856,3
4,PauliFeatureMap,1,circular,"[""X"", ""Z""]",0.9629629629629629,0.9660080660080661,0.9605820105820105,0.9613200278167794,0.962298154273833,12.403415600000395,8.571683066666688,3
1,PauliFeatureMap,1,full,"[""X"", ""Y"", ""Z""]",0.9537037037037037,0.9514911014911015,0.9531746031746032,0.9514492753623188,0.9537420443217545,15.526287633333899,10.762582400000005,3
5,PauliFeatureMap,1,full,"[""X"", ""Z""]",0.9444444444444443,0.9481481481481481,0.9433862433862433,0.9451274362818592,0.9449997223610417,13.638648333332336,8.617552899999282,3
3,PauliFeatureMap,1,circular,"[""X"", ""Y"", ""Z""]",0.9351851851851851,0.9396825396825398,0.9386243386243387,0.936373189945965,0.9348579069895312,16.043352500000765,11.13740416666648,3
