model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,status
Classical SVM,0.9722222222222222,0.9666666666666667,0.9777777777777779,0.9666666666666667,0.9709618874773139,0.974074074074074,0.9722222222222222,0.9719701552732407,completed
QSVM,0.9444444444444444,0.942857142857143,0.9505494505494506,0.942857142857143,0.9453132832080201,0.9465811965811967,0.9444444444444444,0.944269005847953,completed
