,sum_sq,df,F,PR(>F)
C(feature_map_type),0.010122296738444569,1.0,10.932080477520085,0.010756236969304651
C(reps),5.479111111111119,2.0,2958.7199999999907,3.3225959274247552e-12
C(entanglement),1.1472592592592616,2.0,619.5199999999984,1.6937075033607428e-09
C(paulis),0.00018518518518519686,1.0,0.2000000000000117,0.6665811073830616
Residual,0.0074074074074074415,8.0,,
