model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,test_sample_count,accuracy_correct_count,accuracy_wilson_95_low,accuracy_wilson_95_high,macro_f1_bootstrap_95_low,macro_f1_bootstrap_95_high,status
Classical SVM,0.8524590163934426,0.8555194805194806,0.853225806451613,0.8555194805194806,0.8523002421307506,0.8570597567424643,0.8524590163934426,0.8526971777874807,61,52,0.742767647052789,0.9203883149206723,0.7538337368845843,0.9342672413793103,completed
QSVM,0.8688524590163934,0.8706709956709957,0.8682795698924731,0.8706709956709957,0.8685344827586207,0.8711440155120748,0.8688524590163934,0.8690644431882419,61,53,0.7619811980700654,0.932019227250999,0.7687853535353535,0.9494739124317879,completed
