mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__C,param_svc__kernel,param_svc__gamma,param_svc__degree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.11783328056335449,0.009445642632513887,0.08383979797363281,0.021109161941293086,0.1,linear,,,"{'svc__C': 0.1, 'svc__kernel': 'linear'}",0.8644688644688645,0.8583792289535799,0.7777777777777778,0.83125,0.7450826121164438,0.8153916966633332,0.04661792869848639,6,0.8317429406037,0.8402854269431541,0.8331415420023015,0.8267622461170848,0.8533872598584429,0.8370638831049366,0.00923744430884245
0.14233827590942383,0.024084621397682558,0.07414522171020507,0.011796798752867828,1.0,linear,,,"{'svc__C': 1, 'svc__kernel': 'linear'}",0.8367647058823529,0.8583792289535799,0.7777777777777778,0.83125,0.775,0.8158343425227421,0.033470989279334555,5,0.8317429406037,0.8254610236410034,0.8466346153846154,0.8267622461170848,0.8533872598584429,0.8367976171209695,0.0111960667969232
0.13364148139953613,0.0209846067489911,0.07550110816955566,0.019187219116575265,10.0,linear,,,"{'svc__C': 10, 'svc__kernel': 'linear'}",0.8085735402808574,0.8583792289535799,0.7777777777777778,0.83125,0.775,0.810196109402443,0.03180322748377239,11,0.8317429406037,0.8398866964328581,0.8466346153846154,0.8267622461170848,0.8533872598584429,0.8396827516793401,0.009655709303530557
0.19473328590393066,0.042965884884673705,0.08030753135681153,0.012432495341587307,100.0,linear,,,"{'svc__C': 100, 'svc__kernel': 'linear'}",0.8085735402808574,0.8583792289535799,0.7777777777777778,0.83125,0.775,0.810196109402443,0.03180322748377239,11,0.8317429406037,0.8398866964328581,0.8466346153846154,0.8267622461170848,0.8533872598584429,0.8396827516793401,0.009655709303530557
0.1028900146484375,0.015391755910473587,0.08547978401184082,0.021250833068884752,0.1,rbf,scale,,"{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.7959022852639874,0.855653568564555,0.7482517482517483,0.8583792289535799,0.674074074074074,0.7864521810215889,0.06948344942097377,25,0.8344579397210976,0.8275862068965517,0.8352354132700954,0.8218585679885989,0.8510929629810748,0.8340462181714837,0.009822889298703527
0.10190334320068359,0.02102969868727039,0.07349748611450195,0.003021598128532747,0.1,rbf,auto,,"{'svc__C': 0.1, 'svc__gamma': 'auto', 'svc__kernel': 'rbf'}",0.7959022852639874,0.855653568564555,0.7482517482517483,0.8583792289535799,0.674074074074074,0.7864521810215889,0.06948344942097377,25,0.8344579397210976,0.8275862068965517,0.8352354132700954,0.8218585679885989,0.8510929629810748,0.8340462181714837,0.009822889298703527
0.12219777107238769,0.016845450459744823,0.08226022720336915,0.017304772236918047,0.1,rbf,0.001,,"{'svc__C': 0.1, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.3508771929824561,0.34545454545454546,0.34545454545454546,0.35714285714285715,0.35714285714285715,0.3512143996354523,0.005229890353184372,85,0.35135135135135137,0.35267857142857145,0.35267857142857145,0.34977578475336324,0.34977578475336324,0.3512520127430442,0.0012991155207018252
0.12662458419799805,0.016651300912900967,0.09276471138000489,0.004949450125288044,0.1,rbf,0.01,,"{'svc__C': 0.1, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.6118881118881119,0.46375372393247266,0.5847382431233363,0.48148148148148145,0.6727272727272727,0.562917766630535,0.07924358831013364,70,0.6186967533962698,0.43115312881857354,0.5864617891857284,0.569582678540248,0.6084608460846085,0.5628710392050857,0.0680383985115342
0.12444305419921875,0.020439003402994285,0.08756742477416993,0.01693602033527514,0.1,rbf,0.1,,"{'svc__C': 0.1, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.7281632653061225,0.7925925925925925,0.7482517482517483,0.8583792289535799,0.6629787234042553,0.7580731117016597,0.06524862066927213,40,0.8112522686025407,0.7536679536679537,0.8486956521739131,0.8209080579022776,0.857843137254902,0.8184734139203176,0.036663821159390556
0.11183485984802247,0.013131361643062112,0.07704854011535645,0.01289943140158482,0.1,rbf,1,,"{'svc__C': 0.1, 'svc__gamma': 1, 'svc__kernel': 'rbf'}",0.3508771929824561,0.34545454545454546,0.34545454545454546,0.35714285714285715,0.35714285714285715,0.3512143996354523,0.005229890353184372,85,0.35135135135135137,0.35267857142857145,0.35267857142857145,0.34977578475336324,0.34977578475336324,0.3512520127430442,0.0012991155207018252
0.14004993438720703,0.012845865552024617,0.09717211723327637,0.0076393568257348,1.0,rbf,scale,,"{'svc__C': 1, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.7501875468867216,0.8583792289535799,0.7213622291021672,0.8583792289535799,0.7714285714285714,0.7919473610649239,0.05652176537386343,23,0.9015625,0.8884615384615384,0.9021026234567902,0.8816553843199386,0.9163461538461539,0.8980256400168841,0.012035195965352984
0.13254942893981933,0.012812479511973047,0.07059974670410156,0.018942703614429342,1.0,rbf,auto,,"{'svc__C': 1, 'svc__gamma': 'auto', 'svc__kernel': 'rbf'}",0.7501875468867216,0.8583792289535799,0.7213622291021672,0.8583792289535799,0.7714285714285714,0.7919473610649239,0.05652176537386343,23,0.9015625,0.8884615384615384,0.9021026234567902,0.8816553843199386,0.9163461538461539,0.8980256400168841,0.012035195965352984
0.1281595230102539,0.01927043229066053,0.0930013656616211,0.01623264254346494,1.0,rbf,0.001,,"{'svc__C': 1, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.6677551020408163,0.6875,0.6493506493506493,0.75,0.712511091393079,0.6934233685569089,0.03521819747730923,48,0.7571157495256167,0.6455555555555555,0.7493320760647493,0.691751700680272,0.7451406120760959,0.7177791387804578,0.04286089248952682
0.12669076919555664,0.008135723792928488,0.092633056640625,0.0038905384388153766,1.0,rbf,0.01,,"{'svc__C': 1, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.805701425356339,0.8583792289535799,0.7770897832817337,0.83125,0.7142857142857142,0.7973412303754734,0.049504898041133324,16,0.8239350515968114,0.8394241417497231,0.8736933797909407,0.8248876865851891,0.8529056567315588,0.8429691832908446,0.018678949472629606
0.13996009826660155,0.023338413588279882,0.07717137336730957,0.018818146358152498,1.0,rbf,0.1,,"{'svc__C': 1, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.6991869918699187,0.8583792289535799,0.7213622291021672,0.8583792289535799,0.7450826121164438,0.7764780581991378,0.06842943975801953,30,0.9366166185748521,0.9163461538461539,0.9232028504020415,0.9236147694075953,0.923424072207019,0.9246408928875324,0.006585168937197855
0.10801815986633301,0.015305086562557307,0.09408159255981445,0.020507834766025853,1.0,rbf,1,,"{'svc__C': 1, 'svc__gamma': 1, 'svc__kernel': 'rbf'}",0.3392857142857143,0.46375372393247266,0.46375372393247266,0.535253227408143,0.48148148148148145,0.45670557420805685,0.06429674289996413,76,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1412494659423828,0.013969645484550566,0.08458523750305176,0.007150198015498716,10.0,rbf,scale,,"{'svc__C': 10, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.6735294117647059,0.8285714285714285,0.7213622291021672,0.8610038610038611,0.775,0.7718933860884325,0.06839824202489769,33,0.992998492731074,0.9930385520188199,1.0,0.9930558881279632,0.9930558881279632,0.9944297642011641,0.002785196838324281
0.1267174243927002,0.00792239259704919,0.09380931854248047,0.02178345361396131,10.0,rbf,auto,,"{'svc__C': 10, 'svc__gamma': 'auto', 'svc__kernel': 'rbf'}",0.6735294117647059,0.8285714285714285,0.7213622291021672,0.8610038610038611,0.775,0.7718933860884325,0.06839824202489769,33,0.992998492731074,0.9930385520188199,1.0,0.9930558881279632,0.9930558881279632,0.9944297642011641,0.002785196838324281
0.12249889373779296,0.007686201684657147,0.06955852508544921,0.00884805616415659,10.0,rbf,0.001,,"{'svc__C': 10, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.8348214285714286,0.8583792289535799,0.8054054054054054,0.8583792289535799,0.7142857142857142,0.8142542012339415,0.05364521703414499,10,0.8171875,0.8263972031990805,0.8533872598584429,0.8254610236410034,0.8529056567315588,0.8350677286860171,0.015106066802719918
0.11748433113098145,0.007834501372125737,0.08293991088867188,0.01920762429070408,10.0,rbf,0.01,,"{'svc__C': 10, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.805701425356339,0.8583792289535799,0.7498069498069498,0.8583792289535799,0.7450826121164438,0.8034698890373786,0.04964642208155453,13,0.8525669153137341,0.8677324883575783,0.8741319444444444,0.8398866964328581,0.8741319444444444,0.8616899977986119,0.013451619599902844
0.12810616493225097,0.01391769125315405,0.09480314254760742,0.012970890244326218,10.0,rbf,0.1,,"{'svc__C': 10, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.6735294117647059,0.8285714285714285,0.7213622291021672,0.8054054054054054,0.775,0.7607736949687414,0.05649024447910215,39,0.992998492731074,0.9930385520188199,1.0,1.0,0.9930558881279632,0.9958185865755714,0.003414160529117082
0.1281567096710205,0.013772081708174127,0.09263496398925782,0.008113566299613274,10.0,rbf,1,,"{'svc__C': 10, 'svc__gamma': 1, 'svc__kernel': 'rbf'}",0.45185185185185184,0.5153846153846153,0.5153846153846153,0.5153846153846153,0.535253227408143,0.5066517850827681,0.028460014618573927,73,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.14061222076416016,0.027363601755285256,0.08386588096618652,0.010844814874860168,100.0,rbf,scale,,"{'svc__C': 100, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.6696428571428572,0.8285714285714285,0.7498069498069498,0.7770897832817337,0.8017309205350118,0.7653683878675962,0.05451565799603266,36,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.11783032417297364,0.015934345492068434,0.09452505111694336,0.031001411917917106,100.0,rbf,auto,,"{'svc__C': 100, 'svc__gamma': 'auto', 'svc__kernel': 'rbf'}",0.6696428571428572,0.8285714285714285,0.7498069498069498,0.7770897832817337,0.8017309205350118,0.7653683878675962,0.05451565799603266,36,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.12555265426635742,0.015432311887063446,0.10043601989746094,0.018766664833123885,100.0,rbf,0.001,,"{'svc__C': 100, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.8102564102564103,0.8583792289535799,0.8054054054054054,0.83125,0.775,0.8160582089230791,0.02776609033721815,4,0.8389653328147032,0.8402854269431541,0.8533872598584429,0.8267622461170848,0.8601466049382716,0.8439093741343313,0.011705370724878511
0.12691807746887207,0.015510777143197096,0.08297533988952636,0.02196636520883709,100.0,rbf,0.01,,"{'svc__C': 100, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.6735294117647059,0.8017309205350118,0.7482517482517483,0.8328173374613003,0.8017309205350118,0.7716120677095557,0.05608259544420778,35,0.9368143922773147,0.951129086619481,0.9512698641317394,0.9443805140007672,0.9513912168957426,0.946997014785009,0.005747558592362646
0.11638412475585938,0.021347914328542335,0.08645334243774414,0.013204047974870863,100.0,rbf,0.1,,"{'svc__C': 100, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.6991869918699187,0.8285714285714285,0.7213622291021672,0.7770897832817337,0.7482517482517483,0.7548924362153994,0.04515038468672747,41,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1206883430480957,0.01602937763102597,0.08022665977478027,0.008365257193564866,100.0,rbf,1,,"{'svc__C': 100, 'svc__gamma': 1, 'svc__kernel': 'rbf'}",0.45185185185185184,0.5153846153846153,0.5153846153846153,0.5153846153846153,0.535253227408143,0.5066517850827681,0.028460014618573927,73,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1338808536529541,0.010255381690313712,0.0753899097442627,0.014654410169067739,0.1,poly,scale,2.0,"{'svc__C': 0.1, 'svc__degree': 2, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.4126984126984127,0.34545454545454546,0.34545454545454546,0.35714285714285715,0.42245989304812837,0.3766420507596978,0.033837480503867166,81,0.3678665496049166,0.3852676205617382,0.3852676205617382,0.3974025974025974,0.3819266837169651,0.3835462143695911,0.009448815756289043
0.13694319725036622,0.028331575028019543,0.07819204330444336,0.008942258901048205,0.1,poly,auto,2.0,"{'svc__C': 0.1, 'svc__degree': 2, 'svc__gamma': 'auto', 'svc__kernel': 'poly'}",0.4126984126984127,0.34545454545454546,0.34545454545454546,0.35714285714285715,0.42245989304812837,0.3766420507596978,0.033837480503867166,81,0.3678665496049166,0.3852676205617382,0.3852676205617382,0.3974025974025974,0.3819266837169651,0.3835462143695911,0.009448815756289043
0.1252613067626953,0.02307918409665584,0.08596510887145996,0.011992199416698712,0.1,poly,0.001,2.0,"{'svc__C': 0.1, 'svc__degree': 2, 'svc__gamma': 0.001, 'svc__kernel': 'poly'}",0.3508771929824561,0.34545454545454546,0.34545454545454546,0.35714285714285715,0.35714285714285715,0.3512143996354523,0.005229890353184372,85,0.35135135135135137,0.35267857142857145,0.35267857142857145,0.34977578475336324,0.34977578475336324,0.3512520127430442,0.0012991155207018252
0.13593053817749023,0.016199405452725253,0.08385066986083985,0.021647832597347108,0.1,poly,0.01,2.0,"{'svc__C': 0.1, 'svc__degree': 2, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.3508771929824561,0.34545454545454546,0.34545454545454546,0.35714285714285715,0.35714285714285715,0.3512143996354523,0.005229890353184372,85,0.35135135135135137,0.35267857142857145,0.35267857142857145,0.34977578475336324,0.34977578475336324,0.3512520127430442,0.0012991155207018252
0.13849525451660155,0.0213719347123413,0.07740311622619629,0.013295620311415115,0.1,poly,0.1,2.0,"{'svc__C': 0.1, 'svc__degree': 2, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.5203703703703704,0.34545454545454546,0.34545454545454546,0.35714285714285715,0.42245989304812837,0.3981764422940894,0.06747443065683122,77,0.399642644431209,0.40094432421798154,0.4599457104980746,0.4125024117306579,0.4694573643410853,0.4284984910438016,0.030047706933392187
0.14541268348693848,0.008693286820572608,0.08132925033569335,0.010664370063932458,0.1,poly,scale,3.0,"{'svc__C': 0.1, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.5683333333333334,0.6875,0.5847382431233363,0.535253227408143,0.6486246672582077,0.604889894224604,0.05536947986054077,58,0.699934196095635,0.6198130414956681,0.6514617921627817,0.6694528875379939,0.6656785243741765,0.661268088333251,0.026062214512487247
