model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,status
Classical SVM,0.4918032786885246,0.3099567099567099,0.3523452559434568,0.3099567099567099,0.30234631487003405,0.5397670017450291,0.4918032786885246,0.4952492542936442,completed
QSVM,0.5901639344262295,0.2995670995670996,0.25756756756756755,0.2995670995670996,0.27637559371574716,0.5212893221089943,0.5901639344262295,0.5531999257293795,completed
