model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,status
Classical SVM,0.819672131147541,0.8062770562770563,0.8546365914786966,0.8062770562770563,0.809645390070922,0.847035621841489,0.819672131147541,0.8132263690268574,completed
QSVM,0.8032786885245902,0.7938311688311688,0.8164335664335665,0.7938311688311688,0.7966666666666666,0.8125644846956324,0.8032786885245902,0.799672131147541,completed
