timestamp,phase,process_cpu_percent,system_cpu_percent,process_ram_mb,system_ram_percent,available_ram_mb,gpu_utilization_percent,gpu_memory_used_mb,gpu_memory_total_mb
2026-05-16T11:25:15.772065+00:00,preprocessing,0.0,0.0,189.8828125,65.0,5712.37109375,4.0,1664.48828125,6144.0
2026-05-16T11:25:15.796209+00:00,preprocessing,195.3,28.1,190.53515625,65.0,5710.7421875,4.0,1664.48828125,6144.0
2026-05-16T11:25:15.800207+00:00,classical_svm_grid_search,0.0,0.0,190.5390625,65.0,5710.734375,4.0,1664.48828125,6144.0
2026-05-16T11:25:16.811433+00:00,classical_svm_grid_search,100.0,0.0,191.23828125,64.9,5717.5546875,5.0,1664.48828125,6144.0
2026-05-16T11:25:17.817460+00:00,classical_svm_grid_search,97.0,7.9,191.44140625,65.0,5714.00390625,1.0,1664.48828125,6144.0
2026-05-16T11:25:18.044921+00:00,classical_svm_grid_search,107.0,8.7,191.4765625,64.9,5719.140625,1.0,1664.48828125,6144.0
2026-05-16T11:25:18.050924+00:00,classical_svm_final_training,0.0,0.0,191.76171875,64.9,5719.0,1.0,1664.48828125,6144.0
2026-05-16T11:25:18.053922+00:00,classical_svm_final_training,0.0,0.0,191.81640625,64.9,5719.0,1.0,1664.48828125,6144.0
2026-05-16T11:25:18.055923+00:00,final_evaluation,0.0,0.0,191.80078125,64.9,5719.0,1.0,1664.48828125,6144.0
2026-05-16T11:25:18.057922+00:00,final_evaluation,0.0,0.0,191.80078125,64.9,5719.00390625,1.0,1664.48828125,6144.0
2026-05-16T11:25:20.068308+00:00,qsvm_optuna_search,0.0,0.0,217.98046875,65.1,5695.00390625,1.0,1664.48828125,6144.0
2026-05-16T11:25:21.220306+00:00,qsvm_optuna_search,0.0,0.0,221.3046875,65.1,5689.9296875,1.0,1663.98828125,6144.0
2026-05-16T11:25:22.404275+00:00,qsvm_optuna_search,100.0,7.3,221.33984375,65.0,5705.4765625,1.0,1663.98828125,6144.0
2026-05-16T11:25:23.595909+00:00,qsvm_optuna_search,100.0,7.4,221.33984375,65.0,5709.76171875,1.0,1663.98828125,6144.0
2026-05-16T11:25:24.979460+00:00,qsvm_optuna_search,0.0,10.0,221.53515625,64.9,5718.55078125,1.0,1663.98828125,6144.0
2026-05-16T11:25:26.507932+00:00,qsvm_optuna_search,0.0,8.7,248.25390625,65.1,5699.09765625,1.0,1663.98828125,6144.0
2026-05-16T11:25:27.692588+00:00,qsvm_optuna_search,114.7,7.8,248.6484375,65.1,5696.8125,1.0,1663.98828125,6144.0
2026-05-16T11:25:28.717910+00:00,qsvm_optuna_search,100.2,8.2,248.90234375,65.1,5699.6640625,1.0,1663.98828125,6144.0
2026-05-16T11:25:29.777137+00:00,qsvm_optuna_search,114.7,8.7,249.421875,65.1,5698.28125,1.0,1649.94921875,6144.0
2026-05-16T11:25:30.827686+00:00,qsvm_optuna_search,112.5,9.0,250.1953125,65.1,5697.625,8.0,1654.38671875,6144.0
2026-05-16T11:25:31.866059+00:00,qsvm_optuna_search,89.3,8.2,250.69140625,65.1,5697.28515625,3.0,1654.38671875,6144.0
2026-05-16T11:25:32.906482+00:00,qsvm_optuna_search,100.2,9.8,251.1171875,65.0,5703.6015625,1.0,1650.01171875,6144.0
2026-05-16T11:25:33.943119+00:00,qsvm_optuna_search,90.8,8.0,251.19921875,65.1,5695.99609375,16.0,1650.01171875,6144.0
2026-05-16T11:25:35.012494+00:00,qsvm_optuna_search,100.1,11.2,251.640625,65.0,5703.3046875,4.0,1649.38671875,6144.0
2026-05-16T11:25:36.079336+00:00,qsvm_optuna_search,100.1,7.0,252.10546875,65.1,5694.38671875,12.0,1649.44921875,6144.0
2026-05-16T11:25:37.191165+00:00,qsvm_optuna_search,99.9,8.6,253.3515625,65.1,5699.8125,2.0,1649.44921875,6144.0
2026-05-16T11:25:38.261124+00:00,qsvm_optuna_search,99.9,9.6,254.34375,65.1,5689.94140625,1.0,1675.76171875,6144.0
2026-05-16T11:25:39.279449+00:00,qsvm_optuna_search,108.6,10.8,255.64453125,65.2,5683.8125,10.0,1687.52734375,6144.0
2026-05-16T11:25:40.378150+00:00,qsvm_optuna_search,100.0,8.5,256.7421875,65.1,5685.00390625,10.0,1687.46484375,6144.0
2026-05-16T11:25:41.516752+00:00,qsvm_optuna_search,105.2,10.0,258.03515625,65.3,5663.8203125,23.0,1755.24609375,6144.0
2026-05-16T11:25:42.540324+00:00,qsvm_optuna_search,90.1,10.2,259.0390625,65.3,5665.59375,4.0,1753.74609375,6144.0
2026-05-16T11:25:43.629255+00:00,qsvm_optuna_search,95.4,8.0,260.046875,65.2,5669.71484375,2.0,1732.74609375,6144.0
2026-05-16T11:25:44.690013+00:00,qsvm_optuna_search,106.2,7.9,261.28125,65.2,5668.83203125,1.0,1697.64453125,6144.0
2026-05-16T11:25:45.738421+00:00,qsvm_optuna_search,100.1,7.0,262.24609375,65.2,5670.37890625,2.0,1687.26953125,6144.0
2026-05-16T11:25:46.821971+00:00,qsvm_optuna_search,100.2,7.7,263.4765625,65.2,5672.55078125,3.0,1676.76953125,6144.0
2026-05-16T11:25:47.863715+00:00,qsvm_optuna_search,95.3,8.6,264.65625,65.2,5674.47265625,2.0,1669.95703125,6144.0
2026-05-16T11:25:48.917754+00:00,qsvm_optuna_search,95.4,8.5,265.85546875,65.2,5682.58203125,2.0,1665.95703125,6144.0
2026-05-16T11:25:49.942592+00:00,qsvm_optuna_search,95.7,8.6,266.80078125,65.1,5690.1171875,2.0,1683.83203125,6144.0
2026-05-16T11:25:51.018799+00:00,qsvm_optuna_search,99.8,8.5,268.1328125,65.2,5683.23046875,23.0,1683.83203125,6144.0
2026-05-16T11:25:52.098057+00:00,qsvm_optuna_search,96.3,9.6,269.32421875,65.1,5687.10546875,3.0,1681.70703125,6144.0
2026-05-16T11:25:53.130395+00:00,qsvm_optuna_search,100.0,7.0,269.953125,65.2,5681.97265625,7.0,1669.70703125,6144.0
2026-05-16T11:25:54.204786+00:00,qsvm_optuna_search,104.8,7.3,270.84765625,65.1,5686.703125,2.0,1665.51953125,6144.0
2026-05-16T11:25:55.379134+00:00,qsvm_optuna_search,100.0,7.5,272.1484375,65.2,5680.0078125,2.0,1665.51953125,6144.0
2026-05-16T11:25:56.512321+00:00,qsvm_optuna_search,99.9,8.5,273.1484375,65.2,5679.68359375,2.0,1665.51953125,6144.0
2026-05-16T11:25:57.528267+00:00,qsvm_optuna_search,100.2,7.4,274.48046875,65.2,5679.80859375,2.0,1661.95703125,6144.0
2026-05-16T11:25:58.563096+00:00,qsvm_optuna_search,104.8,7.8,275.66015625,65.2,5678.71484375,2.0,1661.95703125,6144.0
2026-05-16T11:25:59.604248+00:00,qsvm_optuna_search,100.0,8.3,276.73046875,65.2,5679.51953125,2.0,1661.95703125,6144.0
2026-05-16T11:26:00.666114+00:00,qsvm_optuna_search,100.0,8.8,278.17578125,65.2,5679.015625,3.0,1661.95703125,6144.0
2026-05-16T11:26:01.685268+00:00,qsvm_optuna_search,105.2,8.1,279.10546875,65.2,5676.51171875,16.0,1685.33203125,6144.0
2026-05-16T11:26:02.727260+00:00,qsvm_optuna_search,99.7,8.9,279.703125,65.2,5676.984375,2.0,1684.70703125,6144.0
2026-05-16T11:26:03.776384+00:00,qsvm_optuna_search,100.1,7.3,280.6171875,65.2,5672.96484375,2.0,1682.08203125,6144.0
2026-05-16T11:26:04.794586+00:00,qsvm_optuna_search,100.1,7.7,281.765625,65.2,5674.03125,8.0,1674.33203125,6144.0
2026-05-16T11:26:05.897166+00:00,qsvm_optuna_search,100.2,7.0,283.01171875,65.2,5672.171875,4.0,1670.20703125,6144.0
2026-05-16T11:26:06.958134+00:00,qsvm_optuna_search,95.8,8.9,284.23046875,65.2,5672.3359375,1.0,1662.26953125,6144.0
2026-05-16T11:26:08.020836+00:00,qsvm_optuna_search,95.0,7.5,285.2109375,65.2,5670.97265625,1.0,1658.45703125,6144.0
2026-05-16T11:26:09.196795+00:00,qsvm_optuna_search,100.1,6.9,286.49609375,65.2,5673.609375,1.0,1658.45703125,6144.0
2026-05-16T11:26:10.232865+00:00,qsvm_optuna_search,100.0,7.2,287.6640625,65.1,5690.5546875,1.0,1658.45703125,6144.0
2026-05-16T11:26:11.282359+00:00,qsvm_optuna_search,100.2,7.0,288.60546875,65.1,5689.93359375,0.0,1658.33203125,6144.0
2026-05-16T11:26:12.299623+00:00,qsvm_optuna_search,100.2,7.4,289.9609375,65.1,5691.05078125,1.0,1658.33203125,6144.0
2026-05-16T11:26:13.414400+00:00,qsvm_optuna_search,104.2,9.3,290.7890625,65.1,5696.40625,1.0,1658.33203125,6144.0
2026-05-16T11:26:14.521313+00:00,qsvm_optuna_search,96.2,7.9,291.6484375,65.1,5688.734375,1.0,1658.33203125,6144.0
2026-05-16T11:26:15.670745+00:00,qsvm_optuna_search,107.8,7.5,292.90234375,65.1,5696.4609375,0.0,1658.33203125,6144.0
2026-05-16T11:26:16.692840+00:00,qsvm_optuna_search,103.9,7.0,294.10546875,65.1,5690.38671875,1.0,1654.33203125,6144.0
2026-05-16T11:26:17.769422+00:00,qsvm_optuna_search,95.7,8.1,295.0390625,65.1,5695.87890625,0.0,1654.33203125,6144.0
2026-05-16T11:26:18.804577+00:00,qsvm_optuna_search,100.0,7.3,296.23828125,65.1,5688.76171875,0.0,1654.33203125,6144.0
2026-05-16T11:26:19.847988+00:00,qsvm_optuna_search,95.4,7.5,297.47265625,65.1,5695.05078125,1.0,1654.33203125,6144.0
2026-05-16T11:26:20.885428+00:00,qsvm_optuna_search,100.1,7.6,298.50390625,65.1,5691.68359375,1.0,1654.33203125,6144.0
2026-05-16T11:26:21.965747+00:00,qsvm_optuna_search,100.1,7.3,300.05078125,65.1,5693.734375,1.0,1654.33203125,6144.0
2026-05-16T11:26:23.019916+00:00,qsvm_optuna_search,89.7,7.3,301.43359375,65.1,5694.15625,1.0,1654.33203125,6144.0
2026-05-16T11:26:24.076341+00:00,qsvm_optuna_search,100.1,7.2,302.609375,65.1,5695.65234375,1.0,1654.33203125,6144.0
2026-05-16T11:26:25.129497+00:00,qsvm_optuna_search,94.7,7.3,304.0859375,65.1,5688.796875,1.0,1654.33203125,6144.0
2026-05-16T11:26:26.178913+00:00,qsvm_optuna_search,99.7,7.3,305.51953125,65.1,5694.0859375,1.0,1654.33203125,6144.0
2026-05-16T11:26:27.238381+00:00,qsvm_optuna_search,94.7,6.7,306.6796875,65.1,5685.8125,1.0,1654.33203125,6144.0
2026-05-16T11:26:28.294655+00:00,qsvm_optuna_search,100.1,7.3,308.11328125,65.2,5674.78125,1.0,1654.33203125,6144.0
2026-05-16T11:26:29.355419+00:00,qsvm_optuna_search,110.8,7.2,309.296875,65.1,5686.546875,1.0,1654.33203125,6144.0
2026-05-16T11:26:30.410141+00:00,qsvm_optuna_search,94.7,7.6,310.7421875,65.2,5674.2265625,1.0,1654.33203125,6144.0
2026-05-16T11:26:31.465048+00:00,qsvm_optuna_search,100.1,7.0,312.14453125,65.2,5683.28515625,1.0,1654.33203125,6144.0
2026-05-16T11:26:32.525784+00:00,qsvm_optuna_search,100.1,8.1,313.32421875,65.2,5672.23046875,1.0,1654.33203125,6144.0
2026-05-16T11:26:33.579141+00:00,qsvm_optuna_search,100.1,7.2,314.7734375,65.2,5681.125,1.0,1654.33203125,6144.0
2026-05-16T11:26:34.630162+00:00,qsvm_optuna_search,100.1,7.8,315.96875,65.2,5669.4765625,1.0,1654.33203125,6144.0
2026-05-16T11:26:35.798035+00:00,qsvm_optuna_search,102.8,7.8,287.8125,65.1,5699.83203125,1.0,1654.33203125,6144.0
2026-05-16T11:26:37.195984+00:00,qsvm_optuna_search,98.3,7.6,287.91015625,65.0,5706.8203125,1.0,1654.33203125,6144.0
2026-05-16T11:26:38.290130+00:00,qsvm_optuna_search,102.3,11.0,287.98046875,65.0,5702.55859375,0.0,1654.33203125,6144.0
2026-05-16T11:26:39.425671+00:00,qsvm_optuna_search,99.9,7.3,287.84375,65.0,5701.5390625,1.0,1654.33203125,6144.0
2026-05-16T11:26:40.480973+00:00,qsvm_optuna_search,102.8,7.5,287.83984375,65.0,5704.78125,1.0,1654.33203125,6144.0
2026-05-16T11:26:41.520338+00:00,qsvm_optuna_search,103.0,8.1,288.09375,65.0,5703.33984375,1.0,1684.89453125,6144.0
2026-05-16T11:26:42.596808+00:00,qsvm_optuna_search,106.5,7.5,288.18359375,65.0,5703.84765625,0.0,1684.89453125,6144.0
2026-05-16T11:26:43.641053+00:00,qsvm_optuna_search,103.7,7.2,288.53125,65.0,5711.2578125,1.0,1684.01953125,6144.0
2026-05-16T11:26:44.687655+00:00,qsvm_optuna_search,99.9,7.8,288.83984375,65.0,5705.77734375,1.0,1666.01953125,6144.0
2026-05-16T11:26:45.772189+00:00,qsvm_optuna_search,100.1,8.1,288.9609375,65.0,5711.5703125,1.0,1666.01953125,6144.0
2026-05-16T11:26:46.820700+00:00,qsvm_optuna_search,100.1,7.8,288.9609375,65.0,5705.296875,1.0,1663.20703125,6144.0
2026-05-16T11:26:47.978391+00:00,qsvm_optuna_search,99.9,7.3,289.1640625,65.0,5712.57421875,1.0,1663.20703125,6144.0
2026-05-16T11:26:49.011960+00:00,qsvm_optuna_search,103.1,8.5,289.1796875,65.0,5706.66015625,1.0,1658.20703125,6144.0
2026-05-16T11:26:50.105863+00:00,qsvm_optuna_search,99.9,7.5,289.4375,65.0,5712.4765625,1.0,1658.20703125,6144.0
2026-05-16T11:26:51.176895+00:00,qsvm_optuna_search,97.3,7.2,289.53125,65.0,5707.54296875,0.0,1658.20703125,6144.0
2026-05-16T11:26:52.240442+00:00,qsvm_optuna_search,92.1,7.5,289.640625,65.0,5704.4609375,1.0,1654.20703125,6144.0
2026-05-16T11:26:53.275018+00:00,qsvm_optuna_search,100.1,7.5,289.640625,65.0,5705.94921875,1.0,1654.20703125,6144.0
2026-05-16T11:26:54.430188+00:00,qsvm_optuna_search,95.6,7.8,289.89453125,65.0,5703.1484375,1.0,1654.20703125,6144.0
2026-05-16T11:26:55.522148+00:00,qsvm_optuna_search,100.1,6.7,290.1484375,65.0,5704.77734375,0.0,1654.20703125,6144.0
2026-05-16T11:26:56.535674+00:00,qsvm_optuna_search,95.8,8.5,290.15234375,65.0,5711.1640625,1.0,1654.20703125,6144.0
2026-05-16T11:26:57.635315+00:00,qsvm_optuna_search,100.0,7.0,290.5625,65.0,5704.359375,1.0,1654.20703125,6144.0
2026-05-16T11:26:58.665573+00:00,qsvm_optuna_search,102.3,13.1,290.5625,65.1,5700.12890625,19.0,1685.26953125,6144.0
2026-05-16T11:26:59.682249+00:00,qsvm_optuna_search,100.0,7.9,290.81640625,65.1,5693.98828125,1.0,1684.89453125,6144.0
2026-05-16T11:27:00.818108+00:00,qsvm_optuna_search,97.9,7.9,291.0703125,65.0,5700.5078125,1.0,1677.20703125,6144.0
2026-05-16T11:27:01.921828+00:00,qsvm_optuna_search,100.0,7.6,291.0703125,65.1,5697.140625,1.0,1666.39453125,6144.0
2026-05-16T11:27:02.933848+00:00,qsvm_optuna_search,99.9,7.8,291.32421875,65.0,5704.14453125,1.0,1666.39453125,6144.0
2026-05-16T11:27:04.005711+00:00,qsvm_optuna_search,99.9,7.7,291.6171875,65.1,5696.55078125,1.0,1665.45703125,6144.0
2026-05-16T11:27:05.058282+00:00,qsvm_optuna_search,101.7,7.2,291.9296875,65.0,5703.3671875,1.0,1662.39453125,6144.0
2026-05-16T11:27:06.143124+00:00,qsvm_optuna_search,100.0,7.6,291.93359375,65.1,5698.60546875,1.0,1662.39453125,6144.0
2026-05-16T11:27:07.268817+00:00,qsvm_optuna_search,101.5,7.9,291.93359375,65.1,5697.984375,1.0,1658.39453125,6144.0
2026-05-16T11:27:08.317378+00:00,qsvm_optuna_search,50.4,8.7,292.19140625,65.1,5698.34375,1.0,1654.39453125,6144.0
2026-05-16T11:27:09.376092+00:00,qsvm_optuna_search,0.0,7.2,292.484375,65.1,5698.1171875,1.0,1654.39453125,6144.0
2026-05-16T11:27:10.474253+00:00,qsvm_optuna_search,0.0,7.3,292.484375,65.1,5698.41015625,1.0,1654.39453125,6144.0
2026-05-16T11:27:11.535445+00:00,qsvm_optuna_search,66.5,7.8,292.73828125,65.0,5707.59375,1.0,1654.39453125,6144.0
2026-05-16T11:27:12.593737+00:00,qsvm_optuna_search,100.2,8.2,293.1171875,65.0,5701.421875,1.0,1654.39453125,6144.0
2026-05-16T11:27:13.635941+00:00,qsvm_optuna_search,99.4,9.5,293.1171875,65.0,5705.78515625,1.0,1654.83203125,6144.0
2026-05-16T11:27:14.642047+00:00,qsvm_optuna_search,120.2,11.3,293.4765625,65.1,5695.95703125,12.0,1661.58203125,6144.0
2026-05-16T11:27:15.697712+00:00,qsvm_optuna_search,100.2,10.0,293.48828125,65.0,5709.12890625,6.0,1661.58203125,6144.0
2026-05-16T11:27:16.717007+00:00,qsvm_optuna_search,100.0,7.5,293.70703125,65.0,5700.96484375,3.0,1661.58203125,6144.0
2026-05-16T11:27:17.752599+00:00,qsvm_optuna_search,98.5,8.0,294.19921875,65.1,5691.0625,4.0,1662.64453125,6144.0
2026-05-16T11:27:18.805965+00:00,qsvm_optuna_search,0.0,7.5,294.96484375,65.0,5701.375,2.0,1662.64453125,6144.0
2026-05-16T11:27:19.862518+00:00,qsvm_optuna_search,100.0,8.8,295.46875,65.1,5690.73046875,2.0,1661.76953125,6144.0
2026-05-16T11:27:20.904235+00:00,qsvm_optuna_search,100.1,9.4,296.23046875,65.0,5701.625,3.0,1661.33203125,6144.0
2026-05-16T11:27:21.952281+00:00,qsvm_optuna_search,0.0,7.8,297.00390625,65.1,5699.8984375,4.0,1653.64453125,6144.0
2026-05-16T11:27:23.004273+00:00,qsvm_optuna_search,97.7,11.7,297.51171875,65.2,5683.875,5.0,1665.89453125,6144.0
2026-05-16T11:27:24.054340+00:00,qsvm_optuna_search,0.0,9.5,298.27734375,65.1,5686.42578125,24.0,1668.26953125,6144.0
2026-05-16T11:27:25.108783+00:00,qsvm_optuna_search,97.7,9.8,298.78515625,65.1,5694.56640625,4.0,1667.95703125,6144.0
2026-05-16T11:27:26.168840+00:00,qsvm_optuna_search,97.7,10.9,299.546875,65.1,5686.734375,14.0,1669.39453125,6144.0
2026-05-16T11:27:27.427633+00:00,qsvm_optuna_search,0.0,11.1,286.32421875,65.1,5689.515625,10.0,1671.76953125,6144.0
