,sum_sq,df,F,PR(>F)
C(reps),12754.897108538917,2.0,1708.3626467482682,2.1164282454222834e-13
C(entanglement),405.1736925109884,2.0,54.26806628392562,4.2731312466215814e-06
C(paulis),503.9534368315793,2.0,67.49840628719144,1.560298615706936e-06
Residual,37.330765610032635,10.0,,
