,sum_sq,df,F,PR(>F)
C(feature_map_type),0.2823891373915675,1.0,311.5265475495235,1.0853919299740251e-07
C(reps),5.477166597192544,2.0,3021.1551622309617,3.0566755707861284e-12
C(entanglement),1.145754831347906,2.0,631.9879196575962,1.5647483397395325e-09
C(paulis),0.00017687020268789238,1.0,0.19511998271853112,0.6703854427619929
Residual,0.0072517514699879885,8.0,,
