number,value,datetime_start,datetime_complete,duration,params_entanglement,params_feature_map_type,params_paulis,params_reps,user_attrs_macro_f1,state,trial_number,feature_map_type,reps,entanglement,paulis,status,error_message,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,fit_time_seconds,inference_time_seconds,peak_cpu_percent,peak_ram_mb,peak_gpu_memory_mb
16,0.8026483320600968,2026-06-17 11:46:01.194718,2026-06-17 11:46:23.729280,0 days 00:00:22.534562,full,PauliFeatureMap,"[""X"", ""Y"", ""Z""]",1,0.8026483320600968,COMPLETE,16,PauliFeatureMap,1,full,"[""X"", ""Y"", ""Z""]",completed,,0.8,0.8282828282828283,0.7999999999999999,0.8026483320600968,0.8026483320600967,12.591606599999068,9.935927400001674,108.0,252.74609375,6390.59765625
17,0.9015037593984961,2026-06-17 11:46:23.729280,2026-06-17 11:46:43.847830,0 days 00:00:20.118550,circular,PauliFeatureMap,"[""Z""]",3,0.9015037593984961,COMPLETE,17,PauliFeatureMap,3,circular,"[""Z""]",completed,,0.9,0.9060606060606061,0.9,0.9015037593984961,0.9015037593984961,12.695132299999386,7.41695400000026,104.2,252.03515625,6186.96484375
18,0.7999999999999999,2026-06-17 11:46:43.847830,2026-06-17 11:47:21.188579,0 days 00:00:37.340749,full,ZZFeatureMap,,2,0.7999999999999999,COMPLETE,18,ZZFeatureMap,2,full,,completed,,0.8,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.8,22.557892300003004,14.776877899999818,100.1,252.85546875,6219.15234375
19,0.0,2026-06-17 11:47:21.188579,2026-06-17 11:47:21.190093,0 days 00:00:00.001514,circular,ZFeatureMap,,1,,COMPLETE,19,ZFeatureMap,1,circular,,failed,'NoneType' object has no attribute 'items',,,,,,,,,,
20,0.9333333333333332,2026-06-17 11:47:21.190093,2026-06-17 11:47:47.483975,0 days 00:00:26.293882,full,PauliFeatureMap,"[""Y"", ""Z""]",2,0.9333333333333332,COMPLETE,20,PauliFeatureMap,2,full,"[""Y"", ""Z""]",completed,,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,16.418065699999715,9.868893899998511,126.0,253.66015625,6167.65234375
21,0.9333333333333332,2026-06-17 11:47:47.484496,2026-06-17 11:48:15.185599,0 days 00:00:27.701103,full,PauliFeatureMap,"[""Y"", ""Z""]",2,0.9333333333333332,COMPLETE,21,PauliFeatureMap,2,full,"[""Y"", ""Z""]",completed,,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,16.529488299998775,11.16410790000009,100.3,253.54296875,6206.27734375
22,0.9333333333333332,2026-06-17 11:48:15.186123,2026-06-17 11:48:42.715115,0 days 00:00:27.528992,full,PauliFeatureMap,"[""Y"", ""Z""]",2,0.9333333333333332,COMPLETE,22,PauliFeatureMap,2,full,"[""Y"", ""Z""]",completed,,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,17.1782028000016,10.345374299999094,201.6,252.26953125,6438.11328125
23,0.9333333333333332,2026-06-17 11:48:42.716620,2026-06-17 11:49:07.894439,0 days 00:00:25.177819,full,PauliFeatureMap,"[""Y"", ""Z""]",2,0.9333333333333332,COMPLETE,23,PauliFeatureMap,2,full,"[""Y"", ""Z""]",completed,,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,15.24700010000015,9.924139099999593,117.0,252.71484375,6682.484375
24,0.9333333333333332,2026-06-17 11:49:07.894439,2026-06-17 11:49:32.677720,0 days 00:00:24.783281,full,PauliFeatureMap,"[""Y"", ""Z""]",2,0.9333333333333332,COMPLETE,24,PauliFeatureMap,2,full,"[""Y"", ""Z""]",completed,,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,15.197864099998696,9.579738799999177,102.5,252.46875,6371.75
25,0.9333333333333332,2026-06-17 11:49:32.678226,2026-06-17 11:49:57.401254,0 days 00:00:24.723028,full,PauliFeatureMap,"[""Y"", ""Z""]",2,0.9333333333333332,COMPLETE,25,PauliFeatureMap,2,full,"[""Y"", ""Z""]",completed,,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,14.615104099997552,10.10265530000106,104.2,253.25390625,7129.5703125
