,sum_sq,df,F,PR(>F)
C(reps),0.0016780336247342394,1.0,3.237501664975818,0.10216768783367038
C(entanglement),8.725062335154583e-05,2.0,0.08416816987667478,0.9199208980344119
C(paulis),0.002921246062014534,1.0,5.636084313312824,0.03900705125974686
Residual,0.0051831127776324195,10.0,,
