,sum_sq,df,F,PR(>F)
C(feature_map_type),0.36270594764529246,1.0,104.14949582990528,5.157429752825818e-05
C(reps),0.1612633681159461,2.0,23.153050831045835,0.0015093733944369267
C(entanglement),2.214821230068272,2.0,317.98832630471077,8.163869414311622e-07
C(paulis),0.0001827210012342432,1.0,0.0524675712643471,0.8264318918607462
Residual,0.02089530696745701,6.0,,
