timestamp,phase,process_cpu_percent,system_cpu_percent,process_ram_mb,system_ram_percent,available_ram_mb,gpu_utilization_percent,gpu_memory_used_mb,gpu_memory_total_mb
2026-06-17T10:26:44.343598+00:00,preprocessing,0.0,0.0,196.0859375,54.0,15011.19140625,25.0,3395.0703125,8188.0
2026-06-17T10:26:44.360583+00:00,preprocessing,97.7,4.0,196.625,54.0,15010.84765625,25.0,3395.0703125,8188.0
2026-06-17T10:26:44.363161+00:00,classical_svm_grid_search,0.0,0.0,196.640625,54.0,15010.85546875,25.0,3395.0703125,8188.0
2026-06-17T10:26:45.372446+00:00,classical_svm_grid_search,100.0,0.0,197.51953125,53.9,15015.80078125,6.0,3395.1328125,8188.0
2026-06-17T10:26:46.374004+00:00,classical_svm_grid_search,95.3,5.0,198.2109375,53.8,15052.54296875,5.0,3395.8203125,8188.0
2026-06-17T10:26:46.392432+00:00,classical_svm_final_training,0.0,0.0,198.46484375,53.8,15052.5390625,0.0,3395.8203125,8188.0
2026-06-17T10:26:46.393579+00:00,classical_svm_final_training,0.0,0.0,198.4921875,53.8,15052.5390625,0.0,3395.8203125,8188.0
2026-06-17T10:26:46.395083+00:00,final_evaluation,0.0,0.0,198.4765625,53.8,15052.5390625,0.0,3395.8203125,8188.0
2026-06-17T10:26:46.396087+00:00,final_evaluation,0.0,0.0,198.4921875,53.8,15052.5390625,0.0,3395.8203125,8188.0
2026-06-17T10:26:46.796661+00:00,qsvm_optuna_search,0.0,0.0,224.390625,53.9,15017.421875,0.0,3395.8203125,8188.0
2026-06-17T10:26:47.806372+00:00,qsvm_optuna_search,100.0,0.0,227.953125,53.9,15018.26171875,2.0,3395.1875,8188.0
2026-06-17T10:26:48.836456+00:00,qsvm_optuna_search,0.0,4.8,227.953125,53.9,15030.07421875,11.0,3383.9375,8188.0
2026-06-17T10:26:49.848388+00:00,qsvm_optuna_search,100.1,3.9,228.0546875,53.9,15027.625,0.0,3383.9375,8188.0
2026-06-17T10:26:50.874215+00:00,qsvm_optuna_search,99.9,5.7,238.41015625,54.0,15012.32421875,0.0,3384.3125,8188.0
2026-06-17T10:26:51.876438+00:00,qsvm_optuna_search,98.4,3.9,254.375,54.0,14996.46875,4.0,3384.3125,8188.0
2026-06-17T10:26:52.888433+00:00,qsvm_optuna_search,98.4,4.4,254.875,54.0,14983.76953125,0.0,3383.5,8188.0
2026-06-17T10:26:53.901046+00:00,qsvm_optuna_search,100.1,4.4,255.35546875,54.1,14975.5078125,0.0,3383.5,8188.0
