label,precision,recall,f1-score,support
0.0,0.9230769230769231,0.7272727272727273,0.8135593220338984,33.0
1.0,0.7428571428571429,0.9285714285714286,0.8253968253968254,28.0
accuracy,0.819672131147541,0.819672131147541,0.819672131147541,0.819672131147541
macro avg,0.832967032967033,0.827922077922078,0.8194780737153619,61.0
weighted avg,0.8403530895334175,0.819672131147541,0.818992930134914,61.0
