model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,test_sample_count,accuracy_correct_count,accuracy_wilson_95_low,accuracy_wilson_95_high,macro_f1_bootstrap_95_low,macro_f1_bootstrap_95_high,status
Classical SVM,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,0.9333333333333333,0.9333333333333333,30,28,0.7867654163738308,0.9815229762087295,0.8257386363636364,1.0,completed
QSVM,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,0.9333333333333333,0.9333333333333333,30,28,0.7867654163738308,0.9815229762087295,0.8222222222222223,1.0,completed
